Version 2026.07.01,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Item Status,Item Number,UPC,Item Description,Item Web Listing,Item Sell Sheet
Discontinued ,A2G1910RDBLK,680270811058,Amend2® A2-19 GLOCK® G19-Compatible 9mm Luger Mod-2 Black 19/10 10-Round Magazine - Restricted State Compliant,N/A,https://drive.google.com/file/d/1D8sHiFni6MvKY-yaw2jbYpbpVM_iqdWq/view?usp=sharing
Discontinued ,A2GLOCK19BLK,686751104084,Amend2® A2-19 GLOCK® G19-Compatible 9mm Luger Mod-2 Black 15-Round Magazine,N/A,https://drive.google.com/file/d/1tBo2gVMXe3IWSxzGQRYimWgD6MEhhnL0/view?usp=sharing
Phase Out ,A2GLOCK23BLK,686751104107,Amend2® A2-23 GLOCK® G23-Compatible .40 S&W Mod-2 Black 13-Round Magazine,N/A,https://drive.google.com/file/d/1fQ6d-CKzqcecAbV6tho1lq5kJ7W3lymW/view?usp=sharing
Phase Out ,A2GLOCK42BLK,686751104114,Amend2® A2-42 GLOCK® G42-Compatible .380 ACP Mod-2 Black 6-Round Magazine,N/A,https://drive.google.com/file/d/17nd9FKpOGKXhEFtqXiixTUis2huflN4-/view?usp=sharing
,SIG SAUER®-Compatible Pistol Magazines,,,,
Phase Out ,A2A320FULLBLK,685757245746,Amend2® A2-320F SIG SAUER® P320®-Compatible 9mm Luger Mod-2 Black 17-Round Magazine,https://amend2mags.com/amend2-a2-320-17-round-magazine/,https://drive.google.com/file/d/1T2N1MWFxhhmW-mr7QgQS1D3fkw6gGexi/view?usp=sharing
Phase Out ,A2A320STICKBLK,685757245760,Amend2® A2-320S SIG SAUER® P320®-Compatible 9mm Luger Mod-2 Black 32-Round Stick Magazine,https://amend2mags.com/amend2-a2-320-sig-sauer-32rd/,https://drive.google.com/file/d/1lrNvnk738bS7J_IYq5hgkkWLSq2v3t5O/view?usp=sharing
,Mod-3 Magazines,,,,
,GLOCK®-Compatible Pistol Magazines,,,,
,G17MOD3BLK17,799947620074,Amend2® A2-17 GLOCK® G17-Compatible 9mm Luger Mod-3 Black 17-Round Magazine,https://amend2mags.com/amend2-g17-mod-3-glock-17rd/,https://drive.google.com/file/d/1vRo6avpOILnc20X_SjyIgGYZHGWd3mCD/view?usp=sharing
,G19MOD3BLK15,799947620081,Amend2® A2-19 GLOCK® G19-Compatible 9mm Luger Mod-3 Black 15-Round Magazine,https://amend2mags.com/mod-3-15-round-glock-mag/,https://drive.google.com/file/d/1gyaks_ZuZFtY8sXzZbatJYMymDMqNKnB/view?usp=sharing
,Mod-C Magazines,,,,
,GLOCK®-Compatible Pistol Magazines,,,,
New ,GLKMODCBLK34,850057645965,Amend2® A2-Stick GLOCK®-Compatible Double Stack 9mm Luger Mod-C Black 34-Round Stick Magazine,https://amend2mags.com/amend2-34rd-mod-c-glock-mag-black/,https://drive.google.com/file/d/1IayJIQFU2mp_S0S-7yih2twLs0b2g1Gn/view?usp=sharing
,,,,,
New ,GLKMODCSMK34,850057645842,Amend2® A2-Stick GLOCK®-Compatible Double Stack 9mm Luger Mod-C Translucent Smoke 34-Round Stick Magazine,https://amend2mags.com/amend2-34rd-mod-c-glock-mag-smoke/,https://drive.google.com/file/d/13RZldcGzZKLdo44N4fmQIM7LwPJDiHag/view?usp=sharing
,Ruger® 10/22®-Compatible Magazines,,,,
,Mod-3 Magazines,,,,
,.22 LR Magazines,,,,
Pre-Order Only ,1022MOD3BLK10,749355071630,Amend2® Ruger® 10/22®-Compatible .22 LR Mod-3 Black 10-Round Rotary Magazine,Coming Soon!,https://drive.google.com/file/d/1Dxj9dY--PtVq4o5Pq3P-8Azz5igztgoV/view?usp=sharing
Pre-Order Only ,1022MOD3BLK15,749355071647,Amend2® Ruger® 10/22®-Compatible .22 LR Mod-3 Black 15-Round Magazine,Coming Soon!,https://drive.google.com/file/d/1sDb3RQ8yKYmtQIMqVnTMgQfDT8RzvaeH/view?usp=sharing
Pre-Order Only ,1022MOD3BLK25,749355071654,Amend2® Ruger® 10/22®-Compatible .22 LR Mod-3 Black 25-Round Magazine,Coming Soon!,https://drive.google.com/file/d/1kKt7bkdgrOhaegOJJl2z6-RUjSfKrhgY/view?usp=sharing
,SR-25/M110/AR-10 Magazines,,,,
,Mod-2 Magazines,,,,
,7.62x51mm NATO/.308 Winchester Magazines,,,,
Discontinued ,762MOD2FDE10,680286998262,Amend2® SR-25/M110/AR-10 7.62x51mm NATO/.308 Winchester Mod-2 Flat Dark Earth 10-Round Magazine,https://amend2mags.com/amend2-ar-10-mod-2-7-62x51-10rd/,https://drive.google.com/file/d/1bvIEelI4xD1CkueUl7dk4ECycmjCQnUZ/view?usp=sharing
Phase Out ,762MOD2FDE20,680286998309,Amend2® SR-25/M110/AR-10 7.62x51mm NATO/.308 Winchester Mod-2 Flat Dark Earth 20-Round Magazine,https://amend2mags.com/amend2-ar-10-mod-2-7-62x51-20rd/,https://drive.google.com/file/d/1LR4IFFgnR5GNSF1pH7931nzN6II3xZxH/view?usp=sharing
,,,,,
Discontinued ,762MOD2GRY10,680286998286,Amend2® SR-25/M110/AR-10 7.62x51mm NATO/.308 Winchester Mod-2 Gray 10-Round Magazine,https://amend2mags.com/amend2-ar-10-mod-2-7-62x51-10rd/,https://drive.google.com/file/d/1bvIEelI4xD1CkueUl7dk4ECycmjCQnUZ/view?usp=sharing
,,,,,
Phase Out ,762MOD2ODG20,680286998316,Amend2® SR-25/M110/AR-10 7.62x51mm NATO/.308 Winchester Mod-2 Olive Drab Green 20-Round Magazine,https://amend2mags.com/amend2-ar-10-mod-2-7-62x51-20rd/,https://drive.google.com/file/d/1OgWJJVfsV-mnNKzKf2ObskE3hxV3FnF5/view?usp=sharing
,Mod-A Magazines,,,,
,7.62x51mm NATO/.308 Winchester Magazines,,,,
Pre-Order Only ,762MODABLK10,749355071784,Amend2® SR-25/M110/AR-10 7.62x51mm NATO/.308 Winchester Mod-A Black 10-Round Magazine,https://amend2mags.com/amend2-sr25-mod-a-7-62x51-10rd/,https://drive.google.com/file/d/1HKkoCdxw7KO7pKjdmBOnQe7VSSFEyE1D/view?usp=sharing
Pre-Order Only ,762MODABLK20,749355071791,Amend2® SR-25/M110/AR-10 7.62x51mm NATO/.308 Winchester Mod-A Black 20-Round Magazine,https://amend2mags.com/amend2-sr25-mod-a-7-62x51-20rd/,https://drive.google.com/file/d/1fF1thECDNAGOlGge_jdbqtDZkVdqt5pf/view?usp=sharing
,,,,,
Pre-Order Only ,762MODACYT10,749355071807,Amend2® SR-25/M110/AR-10 7.62x51mm NATO/.308 Winchester Mod-A Coyote Brown 10-Round Magazine,https://amend2mags.com/amend2-sr25-mod-a-7-62x51-10rd/,https://drive.google.com/file/d/11spWN-j4BYT8SS_dLUI7SCvCM1QFSFV1/view?usp=sharing
Pre-Order Only ,762MODACYT20,749355071814,Amend2® SR-25/M110/AR-10 7.62x51mm NATO/.308 Winchester Mod-A Coyote Brown 20-Round Magazine,https://amend2mags.com/amend2-sr25-mod-a-7-62x51-20rd/,https://drive.google.com/file/d/1M5oLW6PZ70vBwLY8XkJ9oJJ2qtLuiWmk/view?usp=sharing
,Forend/Handguard Accessories,,,,
,ARCA® Adapters,,,,
,M-LOK® to ARCA® Adapters,,,,
New ,ARCA3BLK,749355071944,"Amend2® M-LOK® to ARCA® Adapter - 3"" Black",https://amend2mags.com/amend2-m-lok-arca-section/,https://drive.google.com/file/d/11k-dEVB74HqTYu96-tK_Dm6SX9VDKyGO/view?usp=sharing
New ,ARCA6BLK,749355071951,"Amend2® M-LOK® to ARCA® Adapter - 6"" Black",https://amend2mags.com/amend2-m-lok-arca-section/,https://drive.google.com/file/d/1T_77DKWHwJZDtbhs_tCxqdU61C2tM-N3/view?usp=sharing
Pre-Order Only ,ARCA12BLK,749355071968,"Amend2® M-LOK® to ARCA® Adapter - 12"" Black",Coming Soon!,https://drive.google.com/file/d/1mEEut1RXHXOpCl5jKkW7T51to-QXgcba/view?usp=sharing
,,,,,
New ,ARCA3FDE,749355071975,"Amend2® M-LOK® to ARCA® Adapter - 3"" Flat Dark Earth",https://amend2mags.com/amend2-m-lok-arca-section/,https://drive.google.com/file/d/1NnT44ezob172JDBYxGdKWyzFHmLBp5U0/view?usp=sharing
New ,ARCA6FDE,749355071982,"Amend2® M-LOK® to ARCA® Adapter - 6"" Flat Dark Earth",https://amend2mags.com/amend2-m-lok-arca-section/,https://drive.google.com/file/d/1hcRY2TQjGE0Ml_8NOJ_8hFTlcDxm2IoK/view?usp=sharing
Pre-Order Only ,ARCA12FDE,749355071999,"Amend2® M-LOK® to ARCA® Adapter - 12"" Flat Dark Earth",Coming Soon!,https://drive.google.com/file/d/1aNDb2Jo-FKCeWlP20Z58ClFaAwlAAHJs/view?usp=share_link
,Foregrips,,,,
,Angled Foregrips / Handstops,,,,
New ,AGKBLK,749355071531,Amend2®/RAZR® Mohave-K™ M-LOK® Handstop Black Model,https://www.razr.design/product-page/mohave-k-nylon,https://drive.google.com/file/d/12IAavUyJ0ExFu-WPg8R_5xa3jDnJrgAS/view?usp=sharing
,Vertical Foregrips,,,,
,A2VFGBLK,749355071500,Amend2® M-LOK® Vertical Foregrip Black Model,https://amend2mags.com/amend2-vertical-foregrip/,https://drive.google.com/file/d/1WfCcqdxY1kdw9TNJg9mVUNAu3KI_WE1k/view?usp=sharing
,,,,,
New ,A2VFGCYT,749355071517,Amend2® M-LOK® Vertical Foregrip Coyote Brown Model,https://amend2mags.com/amend2-vertical-foregrip/,https://drive.google.com/file/d/1pqiiRqUW9I8m3MyL30ivdLsokRd5fG70/view?usp=sharing
,Grips,,,,
,AR-15/M4/M15/SR-25/M110/AR-10 Grips,,,,
,Pistol Grips,,,,
,A2PGEBLK,749355071555,Amend2® Pistol Grip - Enhanced Black Model (No Grip Screw Included),https://amend2mags.com/amend2-pistol-grip---enhanced/,https://drive.google.com/file/d/1zmvW14VpVb3N4vG9M1REVWzXpLpfaCXr/view?usp=sharing
New ,A2PGECYT,749355071548,Amend2® Pistol Grip - Enhanced Coyote Brown Model (No Grip Screw Included),https://amend2mags.com/amend2-pistol-grip---enhanced/,https://drive.google.com/file/d/1Nw2Y-C-KQTZPk9IwUGCtOJ68x6ASOI3X/view?usp=sharing
,,,,,
New ,PGE2BLK,749355071579,"Amend2® Pistol Grip - Enhanced 2 Black Model (No Beavertail, No Grip Screw Included)",https://amend2mags.com/amend2-pistol-grip-enhanced-2/,https://drive.google.com/file/d/1iy8HKWOEdli7gbUBre0EDAhKJVxGVTpl/view?usp=sharing
New ,PGE2CYT,749355071562,"Amend2® Pistol Grip - Enhanced 2 Coyote Brown Model (No Beavertail, No Grip Screw Included)",https://amend2mags.com/amend2-pistol-grip-enhanced-2/,https://drive.google.com/file/d/1sOBXSiUmFURomMHScikS7Xoi7_pq6c9W/view?usp=sharing
,,,,,
New ,PPGBLK,749355071593,"Amend2® Priapus Pistol Grip Black Model (No Beavertail, No Grip Screw Included)",https://amend2mags.com/amend2-pistol-grip-priapus-grip/,https://drive.google.com/file/d/1PKDvH_y4adyCTlsLK5pBIs7qD9J1S1lJ/view?usp=sharing
New ,PPGCYT,749355071586,"Amend2® Priapus Pistol Grip Coyote Brown (No Beavertail, No Grip Screw Included)",https://amend2mags.com/amend2-pistol-grip-priapus-grip/,https://drive.google.com/file/d/1n9Y2MknDU0v7DyyUS6VCzaY01VEN7AcU/view?usp=sharing
,Grip Modules,,,,
,SIG SAUER® P320® Grip Modules,,,,
Phase Out ,A2A320HYBRID,685757245678,Amend2® S300 Hybrid Grip Module designed for use with a SIG SAUER® P320® Fire Control Unit and a SIG SAUER® P365® Magazine,https://amend2mags.com/amend2-s300-hybrid-grip-module/,https://drive.google.com/file/d/1NZo4QrxsngzLSEjMd62A1SlHBUW8LPiz/view?usp=sharing
,Other Accessories,,,,
,Mirage Covers for Suppressors,,,,
,"1.5"" Diameter Mirage Covers",,,,
New ,SCV1BLK1545,749355072088,"Amend2® Hi-Temp Mirage Cover for Suppressors - V1, Black, 1.5"" Diameter, 4.5"" Length",https://amend2mags.com/amend2-mirage-cover-pre-order/,https://drive.google.com/file/d/1819oFJSGzqe7UVranwkpZYjm4NRUkQ4P/view?usp=sharing
New ,SCV1BLK1560,749355072095,"Amend2® Hi-Temp Mirage Cover for Suppressors - V1, Black, 1.5"" Diameter, 6"" Length",https://amend2mags.com/amend2-mirage-cover-pre-order/,https://drive.google.com/file/d/1vcGcaKfzX0tP8nSEXWvDIqsPAgFot3Tq/view?usp=share_link
New ,SCV1BLK1575,749355072101,"Amend2® Hi-Temp Mirage Cover for Suppressors - V1, Black, 1.5"" Diameter, 7.5"" Length",https://amend2mags.com/amend2-mirage-cover-pre-order/,https://drive.google.com/file/d/1xa2qC0utL2A87g2WDiH3hRrfOi40qDpP/view?usp=share_link
,Trigger Guards,,,,
,AR-15/M4/M16/SR-25/M110/AR-10 Trigger Guards,,,,
New ,ARTG1BLK,749355072033,"Amend2® AR-15/M4/M16/SR-25/M110/AR-10 Polymer Trigger Guard - V1, Black (Installation Hardware Included)",https://amend2mags.com/amend2-enhanced-ar-15-ar-10-trigger-guard/,https://drive.google.com/file/d/1Kacz5Df_h-bn36BDY2KorWvmKRzNWKgs/view?usp=sharing
,,,,,
New ,ARTG1CYT,749355072040,"Amend2® AR-15/M4/M16/SR-25/M110/AR-10 Polymer Trigger Guard - V1, Coyote Brown (Installation Hardware Included)",https://amend2mags.com/amend2-enhanced-ar-15-ar-10-trigger-guard/,https://drive.google.com/file/d/188qtCiA7bLZzOy7g1n4geDqY3lCSgQ1A/view?usp=sharing
,Stocks,,,,
,AR-15/M4/M15/SR-25/M110/AR-10 Stocks,,,,
,Amend2® Modular Stock (AMS),,,,
,A2AMSBASEBLK,799947619696,Amend2® AMS Modular Mil-Spec Carbine Stock - Base M-LOK® Black Model,https://amend2mags.com/amend2-modular-stock-ams/,https://drive.google.com/file/d/1nU2xqATV_cx6-GmpwsTmZuLw6TXL2esB/view?usp=sharing
,A2AMSLOWSBLK,799947619726,Amend2® AMS Modular Mil-Spec Carbine Stock - Lower Storage Only Storage Lite Black Model,Coming Soon!,https://drive.google.com/file/d/1F6zh3rl8HfE-mx749GxyHZgFoAa_x3pV/view?usp=sharing
,,,,,
New ,AMSBASECYT,850057645897,Amend2® AMS Modular Mil-Spec Carbine Stock - Base M-LOK® Coyote Brown Model,https://amend2mags.com/amend2-modular-stock-ams/,https://drive.google.com/file/d/1jJxtW2ZHkqKEOK_UBHM1Zk-XlICmP4s-/view?usp=sharing
New ,AMSLOWSCYT,850057645903,Amend2® AMS Modular Mil-Spec Carbine Stock - Lower Storage Only Storage Lite Coyote Brown Model,Coming Soon!,https://drive.google.com/file/d/1cHVUASr4PpHI8Tk0nfzQy5qjYNK0EWt7/view?usp=sharing
,,,,,
,A2AMSBASECBN,799947620012,Amend2® AMS Modular Mil-Spec Carbine Stock - Base M-LOK® Carbon Gray Carbon-Reinforced Model,https://amend2mags.com/amend2-modular-stock-ams-carbon/,https://drive.google.com/file/d/1D3bKUXaYoGUgsCv7DLKTsEEuG-wx0bQl/view?usp=sharing
,A2AMSLOWSCBN,799947620043,Amend2® AMS Modular Mil-Spec Carbine Stock - Lower Storage Only Storage Lite Carbon Gray Carbon-Reinforced Model,Coming Soon!,https://drive.google.com/file/d/11FtaycW5OsvIB7jxGEFPanPFBAVBpNeF/view?usp=sharing
,Concealed Carry,,,,
,Minimalist Concealed Carry Holsters/Accessories,,,,
,Self-Defense Tools,,,,
New ,SDTOOL,749355071692,Amend2® Reinforced G10 Red Self-Defense Tool,https://amend2mags.com/amend2-self-defense-tool/,https://drive.google.com/file/d/1itQORr5YpeiKSLFeXXBZl_75nuX43yLq/view?usp=sharing
,Self-Defense Tool Dealer Point of Sale Display Kit(s),,,,
New ,SDTOOLDISP,749355071708,Amend2® Self-Defense Tool POS Display Containing 24 Reinforced G10 Red Self-Defense Tools (Item # SDTOOL),N/A,https://drive.google.com/file/d/1itQORr5YpeiKSLFeXXBZl_75nuX43yLq/view?usp=sharing
,Spare Mag Carriers/Holders,,,,
,BLTMAG,853828006415,Techna Clip® Universal Belt Rider™ Mag Carrier Minimalist Spare Pistol Magazine Holder,https://amend2mags.com/universal-belt-rider-mag-carier/,https://drive.google.com/file/d/1eG50MzvFbUlPIEtgxr85FY_P6U4QNVD1/view?usp=sharing
,PKMAG,853828006347,Techna Clip® Universal Pocket Mag® Carrier Minimalist Spare Pistol Magazine Holder,https://amend2mags.com/techna-clip-universal-pocket-mag-carrier/,https://drive.google.com/file/d/1ALiR_wFyn4TZeiTLDlMGVX1Vqx221hYx/view?usp=sharing
,Techna Carry® Minimalist Holsters,,,,
Pre-Order Only ,TCCPX,685757245883,Techna Carry® Minimalist Holster compatible with SCCY® CPX 9mm Luger Pistols,Coming Soon!,Coming Soon!
,TCG2,685757245210,Techna Carry® Minimalist Holster compatible with Taurus® G2/G3 9mm Luger & .40 S&W Pistols,https://amend2mags.com/techna-carry-taurus-g2/,Coming Soon!
,TCG4243,685757245180,"Techna Carry® Minimalist Holster compatible with GLOCK® G42, G43, G43x, G48 and Shadow Systems® CR920 .380 ACP & 9mm Luger Pistols",https://amend2mags.com/techna-carry-glock-42-43-43x-48/,Coming Soon!
,TCGLOCK,685757245197,"Techna Carry® Minimalist Holster compatible with GLOCK® Double Stack 9mm Luger, .40 S&W, .45 ACP & 10mm Auto Pistols",https://amend2mags.com/techna-carry-glock/,Coming Soon!
Pre-Order Only ,TCHC,685757245876,Techna Carry® Minimalist Holster compatible with Springfield Armory® Hellcat® (all except the Hellcat® Pro) 9mm Luger Pistols,https://amend2mags.com/techna-carry-springfield-armory-hellcat/,Coming Soon!
,TCLCP,685757245203,Techna Carry® Minimalist Holster compatible with Ruger® LCP® .380 ACP Pistols,https://amend2mags.com/techna-carry-ruger-lcp/,Coming Soon!
Pre-Order Only ,TCLCPII,685757245999,Techna Carry® Minimalist Holster compatible with Ruger® LCP® II .380 ACP Pistols,Coming Soon!,Coming Soon!
,TCMP,685757245937,"Techna Carry® Minimalist Holster compatible with Smith & Wesson® M&P® M2.0™ 9mm Luger, .40 S&W & .45 ACP Pistols",Coming Soon!,Coming Soon!
Pre-Order Only ,TCP320,685757245944,Techna Carry® Minimalist Holster compatible with the SIG SAUER® P320® 9mm Luger Pistols,Coming Soon!,Coming Soon!
,TCP365,685757245227,Techna Carry® Minimalist Holster compatible with SIG SAUER® P365® (all except the XMACRO) 9mm Luger Pistols,https://amend2mags.com/techna-carry-sig-sauer-p365/,Coming Soon!
Pre-Order Only ,TCSDW,685757245968,"Techna Carry® Minimalist Holster compatible with Shadow Systems® MR920, XR920 and DR920 9mm Luger Pistols",Coming Soon!,Coming Soon!
,TCSHD,685757245234,"Techna Carry® Minimalist Holster compatible with Smith & Wesson® M&P® Shield™ 9mm Luger, .40 S&W & .45 ACP Pistols",https://amend2mags.com/techna-carry-smith-wesson-shield/,Coming Soon!
Pre-Order Only ,TCSHDEZ,685757245890,Techna Carry® Minimalist Holster compatible with Smith & Wesson® M&P® Shield EZ 9mm Luger Pistols,https://amend2mags.com/techna-carry-shield-ez/,Coming Soon!
Pre-Order Only ,TCTP9,685757245951,Techna Carry® Minimalist Holster compatible with Canik® TP9 9mm Luger Pistols,Coming Soon!,Coming Soon!
,Techna Clip® Concealed Carry Kits (Techna Clip® + Trigger Guard Cover Package),,,,
,CCKG2BA,685757245159,Concealed Carry Kit includes Techna Clip® G2BA and Trigger Guard compatible with Taurus® G2 Millenium/Slim Series 9mm Luger & .40 S&W Pistols,https://amend2mags.com/concealed-carry-kit-g2-pt111-taurus-kydex-trigger-guard/,Coming Soon!
,CCKG43BRL,685757245135,"Concealed Carry Kit includes Techna Clip® G43BRL and Trigger Guard compatible with GLOCK® Models G43, G43x and G48 9mm Luger Pistols",https://amend2mags.com/concealed-carry-kit-glock-43-kydex-trigger-guard/,Coming Soon!
,CCKGLOCKBRL,685757245128,"Concealed Carry Kit includes Techna Clip® GLOCKBRL and Trigger Guard compatible with GLOCK® G17, G19, G22, G23, G24, G25, G26, G27, G28, G30S, G31, G32, G34, G35, G36, G41 and G45 9mm Luger & .40 S&W Pistols",https://amend2mags.com/concealed-carry-kit-glock-kydex-trigger-guard/,Coming Soon!
,CCKLCPBR,685757245142,Concealed Carry Kit includes Techna Clip® LCPBR and Trigger Guard compatible with Ruger® .380 LCP® Pistols,https://amend2mags.com/concealed-carry-kit-ruger-lcp-ii-kydex-trigger-guard/,Coming Soon!
,CCKP365BA,685757245166,Concealed Carry Kit includes Techna Clip® P365BA and Trigger Guard compatible with SIG SAUER® P365® (all except the XMACRO) 9mm Luger Pistols,https://amend2mags.com/concealed-carry-kit-sig-sauer-p320-kydex-trigger-guard/,Coming Soon!
,CCKSHBR,685757245173,Concealed Carry Kit includes Techna Clip® SHBR and Trigger Guard compatible with Smith & Wesson® M&P® Shield™ 9mm Luger & .40 S&W Pistols,https://amend2mags.com/concealed-carry-kit-smith-wesson-shield-9mm-40-kydex-trigger-guard/,Coming Soon!
,Techna Clip® Minimalist Holsters,,,,
,BDGBR,853828006088,Techna Clip® Minimalist Holster compatible with Smith & Wesson® M&P® Bodyguard .380 ACP Pistols (Right-Side),https://amend2mags.com/techna-clip-smith-wesson-bodyguard-right-side/,Coming Soon!
,COMBR,853828006194,Techna Clip® Minimalist Holster compatible with 1911 Full Size .45 ACP Pistols (Right-Side),https://amend2mags.com/techna-clip-1911-full-sized-models-right-side/,Coming Soon!
,DBBR,853828006095,Techna Clip® Minimalist Holster compatible with Diamondback® DB380/DB9 .380 ACP & 9mm Luger Pistols (Right-Side),https://amend2mags.com/techna-clip-diamondback-db9-db380-right-side/,Coming Soon!
,DEFBR,853828006200,Techna Clip® Minimalist Holster compatible with 1911 Compact .45 ACP Pistols (Right-Side),https://amend2mags.com/techna-clip-1911-compact-models-right-side/,Coming Soon!
,G2BA,853828006330,Techna Clip® Minimalist Holster compatible with Taurus® G2 Millennium/Slim Series 9mm Luger & .40 S&W Pistols (Ambi),https://amend2mags.com/techna-clip-taurus-millennium-g2-slim-series/,Coming Soon!
,G42BRL,853828006026,Techna Clip® Minimalist Holster compatible with GLOCK® G42 .380 ACP Pistols (Ambi),https://amend2mags.com/techna-clip-glock-42/,Coming Soon!
,G43BRL,853828006002,"Techna Clip® Minimalist Holster compatible with GLOCK® G43, G43x and G48 9mm Luger Pistols (Ambi)",https://amend2mags.com/techna-clip-glock-43-43x-and-48/,Coming Soon!
Discontinued ,GLOCK10BRL,685757245470,"Techna Clip® Minimalist Holster compatible with GLOCK® G20, G21, G21SF, G29, G29SF, G30, G30SF, G37, G38, G39 and G40 .45 ACP & 10mm Auto Pistols (Ambi)",https://amend2mags.com/techna-clip-glock-large-frame-models/,Coming Soon!
,GLOCKBRL,853828006033,"Techna Clip® Minimalist Holster compatible with GLOCK® G17, G19, G22, G23, G24, G25, G26, G27, G28, G30S, G31, G32, G34, G35, G36, G41, G41 MOS, G45 and PSA Dagger 9mm Luger & .40 S&W Pistols (Ambi)",https://amend2mags.com/techna-clip-glock-models/,Coming Soon!
New ,GX4BA,799947620135,Techna Clip® Minimalist Holster compatible with Taurus® GX4™ 9mm Luger Pistols (Ambi),Coming Soon!,Coming Soon!
,HELLCATBA,685757245487,Techna Clip® Minimalist Holster compatible with Springfield Armory® Hellcat® 9mm Luger Pistols (Ambi),https://amend2mags.com/techna-clip-springfield-armory-hellcat/,Coming Soon!
Discontinued ,JFRBR,853828006187,Techna Clip® Minimalist Holster compatible with Smith & Wesson® J-Frame Pistols (Right-Side),https://amend2mags.com/techna-clip-smith-wesson-j-frame-right-side/,Coming Soon!
,KHRBR,853828006101,Techna Clip® Minimalist Holster compatible with Kahr® 9mm Luger & .40 S&W Pistols (Right-Side),https://amend2mags.com/techna-clip-kahr-9mm-40-right-side/,Coming Soon!
,LC9BL,853828006224,Techna Clip® Minimalist Holster compatible with Ruger® LC9® 9mm Luger Pistols (Left-Side),https://amend2mags.com/techna-clip-ruger-lc9-or-lc-380/,Coming Soon!
,LC9BR,853828006071,Techna Clip® Minimalist Holster compatible with Ruger® LC9® 9mm Luger Pistols (Right-Side),https://amend2mags.com/techna-clip-ruger-lc9-or-lc-380/,Coming Soon!
,LC9SBR,853828006149,Techna Clip® Minimalist Holster compatible with Ruger® LC9S®/EC9S® 9mm Luger Pistols (Right-Side),https://amend2mags.com/techna-clip-ruger-lc9s-ec9s-9mm/,Coming Soon!
,LCPBL,853828006132,Techna Clip® Minimalist Holster compatible with Ruger® LCP® .380 ACP Pistols (Left-Side),Coming Soon!,Coming Soon!
,LCPBR,853828006125,Techna Clip® Minimalist Holster compatible with Ruger® LCP® .380 ACP Pistols (Right-Side),Coming Soon!,Coming Soon!
,LCPIIBR,853828006279,Techna Clip® Minimalist Holster compatible with Ruger® LCP® ll .380 ACP Pistols (Right-Side),https://amend2mags.com/techna-clip-ruger-lcp-ii-380-right-side/,Coming Soon!
Discontinued ,MIC9BR,853828006439,Techna Clip® Minimalist Holster compatible with Kimber® Micro 9 9mm Luger Pistols (Right-Side),https://amend2mags.com/techna-clip-kimber-micro-9-right-side/,Coming Soon!
Discontinued ,MPBA,853828006293,"Techna Clip® Minimalist Holster compatible with Smith & Wesson® M&P® M2.0™ 9mm Luger, .40 S&W & .45 ACP Pistols (Ambi) ",https://amend2mags.com/techna-clip-smith-wesson-m-p-and-m-p-2-0-9mm-40-45/,Coming Soon!
,NABR,853828006019,Techna Clip® Minimalist Holster compatible with Beretta® Nano® 9mm Luger Pistols (Right-Side),https://amend2mags.com/techna-clip-beretta-nano-right-side/,Coming Soon!
,P238BR,853828006156,Techna Clip® Minimalist Holster compatible with SIG SAUER® P238® .380 ACP Pistols (Right-Side),https://amend2mags.com/techna-clip-sig-sauer-p238-right-side/,Coming Soon!
,P320BA,853828006408,Techna Clip® Minimalist Holster compatible with SIG SAUER® P320® 9mm Luger Pistols (Right-Side),https://amend2mags.com/techna-clip-sig-sauer-p320/,Coming Soon!
,P365BA,853828006477,Techna Clip® Minimalist Holster compatible with SIG SAUER® P365® (all except the XMACRO) 9mm Luger Pistols (Ambi),https://amend2mags.com/techna-clip-sig-sauer-p365/,Coming Soon!
,P3BR,853828006118,Techna Clip® Minimalist Holster compatible with KelTec® P3AT™/P32™ .380 ACP Pistols (Right-Side),https://amend2mags.com/techna-clip-keltec-p3at-p32-right-side/,Coming Soon!
Discontinued ,P938BR,853828006163,Techna Clip® Minimalist Holster compatible with SIG SAUER® P938® 9mm Luger Pistols (Right-Side),https://amend2mags.com/techna-clip-sig-sauer-p938-right-side/,Coming Soon!
,SDBA,853828006361,Techna Clip® Minimalist Holster compatible with Smith & Wesson® SD9 VE™ & SD40 VE™ 9mm Luger & .40 S&W Pistols (Ambi),https://amend2mags.com/techna-clip-smith-wesson-sd-9-40-ve/,Coming Soon!
,SH45BA,853828006309,Techna Clip® Minimalist Holster compatible with Smith & Wesson® M&P® Shield™ .45 ACP Pistols (Right-Side),https://amend2mags.com/techna-clip-smith-wesson-shield-45/,Coming Soon!
,SHBR,853828006170,Techna Clip® Minimalist Holster compatible with Smith & Wesson® M&P® Shield™ 9mm Luger & .40 S&W Pistols (Right-Side),https://amend2mags.com/techna-clip-smith-wesson-shield-9mm-40-right-side/,Coming Soon!
,SR9BA,853828006286,"Techna Clip® Minimalist Holster compatible with Ruger® SR-Series™ 9mm Luger, .40 S&W & .45 ACP Pistols (Ambi)",https://amend2mags.com/techna-clip-ruger-sr9c/,Coming Soon!
,XDBA,853828006316,"Techna Clip® Minimalist Holster compatible with Springfield Armory® XD® 9mm Luger, .40 S&W & .45 ACP Pistols (Ambi)",https://amend2mags.com/techna-clip-springfield-armory-xd/,Coming Soon!
